stress_axis,stress_level,method,n,task_success,task_success_ci95,safety_violation,safety_violation_ci95,authority_regret,authority_regret_ci95,human_burden,human_burden_ci95,late_handoff,late_handoff_ci95,handoff_churn,handoff_churn_ci95,recovery_success,recovery_success_ci95,intervention_cost,intervention_cost_ci95,boundary_calibration_error,boundary_calibration_error_ci95,override_precision,override_precision_ci95,unsafe_autonomy,unsafe_autonomy_ci95,robust_utility,robust_utility_ci95
contact_mode,0.20,mpc_risk_arbitration,10,0.418333,0.027847,0.205833,0.030610,0.261585,0.000432,0.373584,0.001206,0.314479,0.000996,0.387923,0.001076,0.711295,0.000902,0.295023,0.000619,0.252525,0.000505,0.565090,0.000764,0.125588,0.000456,0.066194,0.040475
contact_mode,0.20,pomdp_handoff_policy,10,0.363333,0.032320,0.216667,0.021086,0.298950,0.000681,0.556924,0.000745,0.339211,0.000773,0.427362,0.001159,0.639950,0.000937,0.355249,0.000521,0.261718,0.000826,0.524071,0.001685,0.098487,0.000332,-0.069285,0.034342
contact_mode,0.20,recovery_aware_mpc,10,0.416667,0.024348,0.214166,0.022977,0.275204,0.000658,0.421003,0.001039,0.310668,0.000955,0.397807,0.001044,0.759428,0.000736,0.342187,0.000469,0.262307,0.000496,0.554257,0.000772,0.122471,0.000360,0.043134,0.029452
contact_mode,0.40,authority_boundary_v5,10,0.315000,0.024324,0.230000,0.018734,0.334596,0.000549,0.708741,0.001081,0.340699,0.001001,0.457243,0.001194,0.604513,0.000939,0.380115,0.000636,0.282523,0.000897,0.504454,0.001564,0.069635,0.000240,-0.180378,0.026903
contact_mode,0.40,bayesian_authority_allocation,10,0.285000,0.027417,0.244167,0.018551,0.354985,0.000748,0.732275,0.001078,0.376519,0.001209,0.447407,0.001185,0.524562,0.000751,0.373089,0.000674,0.282218,0.000831,0.464225,0.000967,0.069947,0.000309,-0.240151,0.023335
contact_mode,0.40,cbf_safety_filter,10,0.410833,0.030899,0.178333,0.025791,0.284788,0.000664,0.326975,0.000887,0.329381,0.000863,0.378271,0.001226,0.641221,0.000646,0.226387,0.000812,0.272243,0.001005,0.533563,0.000729,0.115369,0.000341,0.081161,0.034208
contact_mode,0.40,confidence_threshold_shared_control,10,0.110833,0.018391,0.330833,0.032030,0.462387,0.000561,0.882849,0.001031,0.429857,0.001063,0.507443,0.001204,0.330272,0.000936,0.380591,0.000619,0.342112,0.000768,0.344138,0.000839,0.063803,0.000139,-0.563071,0.031901
contact_mode,0.40,mpc_risk_arbitration,10,0.401667,0.019900,0.214167,0.023863,0.264081,0.000821,0.372935,0.000998,0.313358,0.000679,0.388638,0.001148,0.709483,0.001013,0.294796,0.000587,0.252269,0.000639,0.564481,0.001000,0.128509,0.000329,0.043864,0.024913
contact_mode,0.40,pomdp_handoff_policy,10,0.338333,0.023757,0.206667,0.028059,0.301170,0.000546,0.556313,0.001064,0.338402,0.001167,0.427657,0.001231,0.638213,0.000885,0.354868,0.000834,0.262370,0.000893,0.523884,0.000985,0.101199,0.000257,-0.088501,0.015284
contact_mode,0.40,recovery_aware_mpc,10,0.433333,0.030215,0.221667,0.013380,0.278586,0.000893,0.419962,0.001669,0.309723,0.001348,0.398629,0.001259,0.758609,0.000809,0.342140,0.000576,0.262092,0.000933,0.554685,0.000667,0.125643,0.000414,0.054546,0.030384
contact_mode,0.60,authority_boundary_v5,10,0.306667,0.025044,0.264167,0.019937,0.336950,0.000637,0.709409,0.001175,0.341450,0.001057,0.456991,0.001089,0.601548,0.000542,0.380099,0.000693,0.282918,0.000663,0.504030,0.001038,0.070972,0.000288,-0.210969,0.030395
contact_mode,0.60,bayesian_authority_allocation,10,0.265833,0.021428,0.279167,0.021675,0.357199,0.000947,0.734026,0.000973,0.377278,0.001229,0.447217,0.001065,0.521671,0.000742,0.373627,0.000519,0.282603,0.000721,0.463055,0.001155,0.071337,0.000318,-0.282376,0.018104
contact_mode,0.60,cbf_safety_filter,10,0.391667,0.028706,0.180000,0.032594,0.287640,0.000928,0.328367,0.000760,0.329760,0.000974,0.377520,0.001483,0.638920,0.000740,0.226426,0.000560,0.272514,0.000880,0.533335,0.000739,0.117315,0.000319,0.059756,0.029392
contact_mode,0.60,confidence_threshold_shared_control,10,0.108333,0.011928,0.328333,0.028311,0.465745,0.000566,0.883989,0.000982,0.430920,0.001058,0.508398,0.001284,0.328595,0.000767,0.380894,0.000745,0.342531,0.000461,0.343885,0.000750,0.065178,0.000184,-0.565584,0.019324
contact_mode,0.60,mpc_risk_arbitration,10,0.386666,0.019357,0.202500,0.014820,0.266064,0.000500,0.374487,0.001381,0.314003,0.000832,0.388036,0.001025,0.707545,0.000555,0.294701,0.000662,0.252774,0.000573,0.562762,0.000769,0.131226,0.000371,0.035053,0.020108
contact_mode,0.60,pomdp_handoff_policy,10,0.345833,0.024011,0.242500,0.021566,0.304524,0.000726,0.557222,0.001121,0.339629,0.000779,0.428214,0.001298,0.635885,0.000673,0.354880,0.000577,0.262066,0.000634,0.522731,0.000850,0.103200,0.000466,-0.104724,0.026553
contact_mode,0.60,recovery_aware_mpc,10,0.436667,0.019811,0.227500,0.027228,0.280795,0.000645,0.422133,0.000820,0.310734,0.000827,0.398565,0.000990,0.756063,0.000567,0.343290,0.000528,0.262003,0.000790,0.553150,0.000904,0.127890,0.000426,0.052717,0.028938
contact_mode,0.80,authority_boundary_v5,10,0.315833,0.014497,0.251667,0.029900,0.339457,0.000720,0.709666,0.000794,0.341514,0.001078,0.457328,0.001052,0.599528,0.000996,0.380378,0.000672,0.282433,0.000564,0.504089,0.000969,0.073309,0.000259,-0.194981,0.018431
contact_mode,0.80,bayesian_authority_allocation,10,0.236667,0.030914,0.259167,0.022769,0.361087,0.000835,0.733660,0.001038,0.376375,0.001019,0.448190,0.001356,0.519885,0.000747,0.374061,0.000597,0.282303,0.000961,0.464188,0.001151,0.073835,0.000369,-0.300185,0.038426
contact_mode,0.80,cbf_safety_filter,10,0.385833,0.024476,0.178333,0.019203,0.289564,0.000648,0.327630,0.001228,0.329859,0.000759,0.377589,0.001261,0.637040,0.000810,0.226482,0.000551,0.272388,0.000435,0.534144,0.001006,0.121032,0.000282,0.054471,0.027625
contact_mode,0.80,confidence_threshold_shared_control,10,0.104167,0.025215,0.345000,0.043365,0.468741,0.000595,0.883094,0.001257,0.430989,0.001117,0.507838,0.001117,0.325429,0.001229,0.380547,0.000683,0.342367,0.000791,0.344008,0.001011,0.067447,0.000132,-0.580780,0.029103
contact_mode,0.80,mpc_risk_arbitration,10,0.398333,0.021750,0.215834,0.011011,0.269356,0.000862,0.373934,0.001303,0.314386,0.001047,0.388247,0.000955,0.705883,0.000827,0.294260,0.000529,0.252147,0.000768,0.563501,0.000808,0.135492,0.000679,0.037587,0.022897
contact_mode,0.80,pomdp_handoff_policy,10,0.347500,0.026566,0.241667,0.022448,0.307116,0.000600,0.556694,0.000812,0.338454,0.001085,0.428084,0.001005,0.634199,0.001270,0.355005,0.000773,0.262136,0.000570,0.523205,0.000849,0.106704,0.000277,-0.103006,0.025658
contact_mode,0.80,recovery_aware_mpc,10,0.411667,0.021669,0.236667,0.028416,0.283257,0.000662,0.419952,0.000906,0.310260,0.000850,0.398079,0.001186,0.754126,0.000643,0.342400,0.000369,0.262373,0.000484,0.554035,0.000758,0.132738,0.000389,0.022009,0.029084
contact_mode,1.00,authority_boundary_v5,10,0.312500,0.022216,0.248333,0.015553,0.342383,0.000735,0.709460,0.001169,0.341972,0.000738,0.458294,0.001174,0.597721,0.000943,0.380609,0.000582,0.282349,0.000769,0.503513,0.000953,0.075166,0.000247,-0.197287,0.023972
contact_mode,1.00,bayesian_authority_allocation,10,0.244167,0.021372,0.303333,0.026694,0.362544,0.000689,0.733431,0.001068,0.377228,0.001075,0.447988,0.001297,0.517458,0.000852,0.374068,0.000689,0.281578,0.000643,0.463424,0.000897,0.075784,0.000279,-0.320685,0.025943
contact_mode,1.00,cbf_safety_filter,10,0.363333,0.040171,0.195833,0.022612,0.291560,0.000654,0.328394,0.001261,0.330179,0.000713,0.378678,0.001296,0.635694,0.000757,0.227141,0.000603,0.272166,0.000644,0.534361,0.000812,0.124306,0.000548,0.020083,0.042245
contact_mode,1.00,confidence_threshold_shared_control,10,0.102500,0.019638,0.350000,0.020225,0.471457,0.000884,0.883019,0.001174,0.430934,0.000739,0.507840,0.000599,0.324297,0.000973,0.380607,0.000755,0.342100,0.000640,0.344183,0.000801,0.069489,0.000130,-0.586296,0.018656
contact_mode,1.00,mpc_risk_arbitration,10,0.418333,0.021476,0.230833,0.020524,0.271544,0.000617,0.373930,0.001554,0.313889,0.001083,0.388718,0.001279,0.705170,0.000429,0.294337,0.000463,0.252439,0.000509,0.564348,0.000911,0.138873,0.000299,0.047699,0.028069
contact_mode,1.00,pomdp_handoff_policy,10,0.345000,0.024854,0.254167,0.017768,0.308942,0.000696,0.557325,0.001617,0.339293,0.001083,0.427558,0.001338,0.633041,0.001069,0.355789,0.000831,0.262106,0.000813,0.524303,0.001326,0.109310,0.000404,-0.114106,0.031616
contact_mode,1.00,recovery_aware_mpc,10,0.405833,0.020085,0.257500,0.029666,0.285151,0.000814,0.420744,0.000977,0.309944,0.001179,0.398688,0.001228,0.753300,0.000983,0.342432,0.000798,0.262129,0.000827,0.553628,0.001017,0.135713,0.000374,0.002504,0.025754
fragility,0.00,authority_boundary_v5,10,0.303333,0.030721,0.250833,0.018773,0.330740,0.000624,0.708182,0.001008,0.341834,0.000836,0.458041,0.001591,0.606114,0.000909,0.380549,0.000635,0.282095,0.000636,0.504314,0.001162,0.067385,0.000248,-0.204056,0.031623
fragility,0.00,bayesian_authority_allocation,10,0.276667,0.027740,0.265000,0.020775,0.350930,0.000726,0.733294,0.001162,0.377122,0.001328,0.448084,0.000901,0.527444,0.000738,0.373517,0.000619,0.281718,0.000488,0.463955,0.000806,0.067379,0.000248,-0.260622,0.037080
fragility,0.00,cbf_safety_filter,10,0.420000,0.024973,0.162500,0.023887,0.281579,0.000504,0.328554,0.001043,0.329359,0.001149,0.378149,0.001482,0.643297,0.000874,0.226877,0.000542,0.272262,0.000700,0.533814,0.000958,0.111362,0.000386,0.100703,0.028062
fragility,0.00,confidence_threshold_shared_control,10,0.124167,0.018773,0.314167,0.024232,0.458154,0.000915,0.884304,0.001127,0.430973,0.001201,0.507667,0.001034,0.333572,0.001041,0.380283,0.000897,0.342123,0.000552,0.343770,0.001070,0.061365,0.000130,-0.538606,0.028097
fragility,0.00,mpc_risk_arbitration,10,0.434167,0.030552,0.207500,0.026162,0.260420,0.000578,0.374094,0.001228,0.314921,0.001021,0.387758,0.001038,0.711198,0.000933,0.294699,0.000314,0.252787,0.000826,0.564821,0.000775,0.124058,0.000220,0.081137,0.030597
fragility,0.00,pomdp_handoff_policy,10,0.378333,0.029339,0.230833,0.012427,0.297586,0.000881,0.557319,0.000599,0.339065,0.000778,0.427654,0.001285,0.640677,0.000840,0.355503,0.000621,0.261931,0.000866,0.524284,0.000853,0.097248,0.000153,-0.062801,0.030311
fragility,0.00,recovery_aware_mpc,10,0.440833,0.038456,0.222500,0.021920,0.275332,0.000655,0.420946,0.001043,0.309464,0.000987,0.397799,0.001567,0.759873,0.000587,0.342267,0.000898,0.261935,0.000459,0.554593,0.000879,0.121189,0.000431,0.062336,0.038839
fragility,0.20,authority_boundary_v5,10,0.322500,0.019334,0.225000,0.029621,0.332812,0.000651,0.709668,0.001578,0.341758,0.001353,0.458866,0.000843,0.605589,0.000871,0.380986,0.000544,0.282658,0.000705,0.503561,0.001172,0.068149,0.000416,-0.169920,0.023803
fragility,0.20,bayesian_authority_allocation,10,0.270000,0.036376,0.236666,0.027783,0.353013,0.000614,0.733842,0.001083,0.377914,0.001288,0.448284,0.001190,0.524314,0.000575,0.373628,0.001011,0.282522,0.000534,0.463189,0.001103,0.068468,0.000250,-0.250787,0.039075
fragility,0.20,cbf_safety_filter,10,0.406667,0.033099,0.159167,0.021974,0.284008,0.000664,0.328265,0.001391,0.330431,0.001351,0.377788,0.001084,0.640907,0.000658,0.227139,0.000544,0.272674,0.000524,0.534185,0.000473,0.113593,0.000716,0.088553,0.040816
fragility,0.20,confidence_threshold_shared_control,10,0.110833,0.016160,0.320000,0.033045,0.460358,0.000922,0.884152,0.001427,0.430726,0.001249,0.508501,0.001039,0.331688,0.000510,0.380837,0.001047,0.342450,0.000849,0.344317,0.000846,0.062594,0.000102,-0.556338,0.022934
fragility,0.20,mpc_risk_arbitration,10,0.420000,0.029741,0.197500,0.021093,0.262034,0.000664,0.373775,0.001705,0.314560,0.001007,0.388836,0.000941,0.710022,0.000933,0.294528,0.000874,0.251670,0.000567,0.564469,0.000818,0.126235,0.000500,0.072695,0.034551
fragility,0.20,pomdp_handoff_policy,10,0.370000,0.023757,0.239167,0.023987,0.300729,0.000743,0.558294,0.001037,0.339214,0.001326,0.428516,0.001460,0.639727,0.000717,0.355755,0.000681,0.262287,0.000582,0.523424,0.000806,0.098987,0.000434,-0.077549,0.024046
fragility,0.20,recovery_aware_mpc,10,0.416667,0.015780,0.204167,0.017431,0.276479,0.000829,0.420793,0.001672,0.310457,0.001141,0.398487,0.001625,0.760041,0.000535,0.342805,0.000760,0.262800,0.000477,0.553865,0.000763,0.123328,0.000426,0.049004,0.018932
fragility,0.40,authority_boundary_v5,10,0.320833,0.023763,0.252500,0.024110,0.334348,0.000555,0.708462,0.001170,0.341314,0.000561,0.458227,0.001138,0.602969,0.000766,0.380284,0.000559,0.281647,0.000554,0.504043,0.000773,0.069822,0.000289,-0.188723,0.030547
fragility,0.40,bayesian_authority_allocation,10,0.265833,0.029964,0.257500,0.025820,0.355660,0.000606,0.733515,0.001277,0.376611,0.001211,0.448448,0.001256,0.523823,0.000763,0.373391,0.000852,0.281317,0.000569,0.465017,0.000838,0.069919,0.000468,-0.268280,0.035446
fragility,0.40,cbf_safety_filter,10,0.413333,0.026133,0.180000,0.026916,0.285253,0.000936,0.328269,0.000922,0.329525,0.000717,0.377525,0.000897,0.640891,0.000938,0.227180,0.000746,0.271317,0.000467,0.534530,0.000897,0.115346,0.000342,0.082162,0.025373
fragility,0.40,confidence_threshold_shared_control,10,0.111667,0.016550,0.314167,0.036608,0.462723,0.000737,0.882561,0.001288,0.430328,0.000854,0.507777,0.000841,0.330467,0.000455,0.380681,0.000434,0.341816,0.000518,0.345779,0.000944,0.063801,0.000102,-0.552028,0.030953
fragility,0.40,mpc_risk_arbitration,10,0.432500,0.026275,0.206667,0.021614,0.263648,0.000932,0.373359,0.001188,0.313336,0.000816,0.388423,0.001115,0.709878,0.000923,0.294742,0.000517,0.251673,0.000780,0.564792,0.001221,0.128835,0.000488,0.079420,0.029799
fragility,0.40,pomdp_handoff_policy,10,0.346667,0.037971,0.216667,0.027004,0.301998,0.000668,0.556057,0.000658,0.338954,0.001009,0.427883,0.000768,0.637912,0.000721,0.354891,0.000397,0.261790,0.000528,0.523983,0.000804,0.101377,0.000253,-0.086654,0.031181
fragility,0.40,recovery_aware_mpc,10,0.401667,0.026761,0.195833,0.029646,0.278720,0.000663,0.419707,0.001267,0.310006,0.001115,0.398377,0.001017,0.757457,0.001048,0.342798,0.000637,0.262159,0.000554,0.554005,0.001011,0.125728,0.000456,0.038751,0.027035
fragility,0.60,authority_boundary_v5,10,0.350000,0.035368,0.245833,0.017087,0.336799,0.000650,0.708817,0.000722,0.341031,0.000943,0.458365,0.000980,0.601148,0.000930,0.380144,0.000729,0.282166,0.000470,0.504711,0.000736,0.071581,0.000217,-0.156224,0.035828
fragility,0.60,bayesian_authority_allocation,10,0.283333,0.026672,0.265000,0.013292,0.357261,0.001051,0.732551,0.000853,0.376658,0.000694,0.447136,0.001016,0.522182,0.001012,0.373200,0.000359,0.282089,0.000478,0.464546,0.000778,0.072169,0.000260,-0.255561,0.029127
fragility,0.60,cbf_safety_filter,10,0.403333,0.018253,0.190000,0.017524,0.287291,0.000477,0.328183,0.001233,0.328746,0.000756,0.378038,0.000887,0.638682,0.000835,0.227206,0.000444,0.272064,0.000830,0.534109,0.000824,0.117923,0.000492,0.065357,0.018668
fragility,0.60,confidence_threshold_shared_control,10,0.117500,0.021566,0.325833,0.015864,0.465276,0.000767,0.882588,0.001220,0.430905,0.000856,0.508012,0.001268,0.328496,0.000623,0.380339,0.000500,0.341782,0.000670,0.344414,0.000880,0.065537,0.000152,-0.554317,0.025435
fragility,0.60,mpc_risk_arbitration,10,0.426667,0.035014,0.215000,0.013513,0.266689,0.000715,0.372436,0.001831,0.313512,0.000964,0.388088,0.000870,0.706925,0.000876,0.294564,0.000795,0.251884,0.000596,0.564495,0.000754,0.132586,0.000602,0.067675,0.040759
fragility,0.60,pomdp_handoff_policy,10,0.344167,0.028191,0.237500,0.019364,0.304875,0.000461,0.556984,0.000752,0.339088,0.001044,0.428004,0.001011,0.635061,0.001047,0.355177,0.000527,0.262171,0.000559,0.524058,0.001141,0.103919,0.000349,-0.103305,0.028785
fragility,0.60,recovery_aware_mpc,10,0.418333,0.023832,0.228333,0.025210,0.280374,0.000393,0.420065,0.000903,0.309474,0.001067,0.397985,0.000953,0.755935,0.000789,0.342379,0.000662,0.262235,0.000752,0.554190,0.001131,0.129047,0.000498,0.034821,0.026148
fragility,0.80,authority_boundary_v5,10,0.304167,0.025215,0.255000,0.028830,0.340011,0.000382,0.708547,0.001267,0.340975,0.001104,0.458951,0.001043,0.600467,0.000799,0.380599,0.000668,0.281739,0.000533,0.504354,0.001243,0.074210,0.000352,-0.208640,0.028944
fragility,0.80,bayesian_authority_allocation,10,0.262500,0.034283,0.254167,0.020115,0.360830,0.000741,0.734346,0.000716,0.377034,0.000814,0.447893,0.001246,0.519328,0.000739,0.373689,0.000613,0.282878,0.000941,0.464115,0.001260,0.073993,0.000237,-0.271429,0.043726
fragility,0.80,cbf_safety_filter,10,0.374167,0.040920,0.168333,0.022156,0.290208,0.000817,0.328562,0.001142,0.329405,0.000953,0.378148,0.001291,0.636945,0.000976,0.227313,0.000514,0.271745,0.000680,0.533707,0.000655,0.121785,0.000475,0.048535,0.047888
fragility,0.80,confidence_threshold_shared_control,10,0.100000,0.017044,0.341667,0.024348,0.469043,0.000740,0.883775,0.001130,0.431086,0.000885,0.508230,0.001306,0.325704,0.000909,0.381297,0.000762,0.341962,0.000532,0.344093,0.001101,0.068073,0.000108,-0.583235,0.022200
fragility,0.80,mpc_risk_arbitration,10,0.425000,0.032210,0.232500,0.014291,0.269407,0.000661,0.373815,0.000982,0.314569,0.001163,0.388212,0.001056,0.705460,0.001292,0.295614,0.000353,0.252153,0.000637,0.564405,0.001085,0.136775,0.000544,0.053742,0.030444
fragility,0.80,pomdp_handoff_policy,10,0.362500,0.028211,0.250833,0.018615,0.307721,0.000610,0.557149,0.000864,0.339070,0.000919,0.427700,0.000798,0.634647,0.001138,0.355424,0.000733,0.262366,0.000819,0.524267,0.000670,0.107463,0.000175,-0.094009,0.030606
fragility,0.80,recovery_aware_mpc,10,0.423333,0.029900,0.240833,0.028127,0.283788,0.000686,0.420862,0.001388,0.310517,0.000821,0.397707,0.000946,0.753213,0.001003,0.342023,0.000524,0.262210,0.000637,0.553745,0.000927,0.133450,0.000373,0.030710,0.038833
fragility,1.00,authority_boundary_v5,10,0.292500,0.020437,0.275833,0.025356,0.341954,0.000844,0.709103,0.001167,0.340884,0.001304,0.457463,0.001546,0.598166,0.000959,0.380774,0.000971,0.282315,0.000904,0.503862,0.001207,0.075910,0.000230,-0.233851,0.022744
fragility,1.00,bayesian_authority_allocation,10,0.233333,0.015780,0.290000,0.021198,0.363523,0.000829,0.732391,0.000704,0.376646,0.001174,0.448499,0.001454,0.517812,0.000726,0.373209,0.000660,0.282190,0.000584,0.463740,0.001131,0.076633,0.000156,-0.323101,0.018369
fragility,1.00,cbf_safety_filter,10,0.392500,0.023411,0.188333,0.016728,0.291854,0.000713,0.328488,0.001374,0.329388,0.000889,0.377872,0.001506,0.635970,0.000893,0.227099,0.000604,0.271913,0.000909,0.533685,0.001145,0.124838,0.000246,0.054053,0.022276
fragility,1.00,confidence_threshold_shared_control,10,0.094167,0.014619,0.359166,0.025356,0.472016,0.000783,0.883294,0.000925,0.430425,0.001236,0.508137,0.001756,0.324411,0.001170,0.381152,0.000700,0.342479,0.000944,0.344265,0.001177,0.069796,0.000096,-0.600518,0.018049
fragility,1.00,mpc_risk_arbitration,10,0.414167,0.035789,0.216667,0.033473,0.272022,0.000566,0.373747,0.000779,0.314594,0.001048,0.388283,0.001379,0.704422,0.000875,0.294220,0.000757,0.251959,0.000502,0.563945,0.000869,0.139936,0.000519,0.052131,0.043406
fragility,1.00,pomdp_handoff_policy,10,0.340000,0.017859,0.238333,0.025676,0.309293,0.000752,0.556775,0.001821,0.339521,0.001334,0.427232,0.001686,0.633111,0.000677,0.355144,0.000594,0.262168,0.000771,0.524381,0.000873,0.110000,0.000446,-0.109173,0.022722
fragility,1.00,recovery_aware_mpc,10,0.423333,0.037230,0.225000,0.025537,0.285782,0.000813,0.420986,0.001343,0.309894,0.001203,0.397634,0.001385,0.752585,0.000614,0.342769,0.000529,0.262444,0.000625,0.553563,0.001246,0.136443,0.000564,0.039982,0.044971
human_delay,0.00,authority_boundary_v5,10,0.370000,0.022342,0.231667,0.012605,0.315321,0.000463,0.666137,0.000900,0.269204,0.001319,0.458290,0.001089,0.622699,0.001136,0.354806,0.000741,0.282685,0.000824,0.503962,0.000685,0.079209,0.000288,-0.096069,0.022274
human_delay,0.00,bayesian_authority_allocation,10,0.310833,0.032306,0.254167,0.012941,0.336240,0.000790,0.690108,0.001489,0.304471,0.001005,0.447956,0.001004,0.542310,0.000389,0.347611,0.000655,0.282264,0.000578,0.463854,0.000714,0.080391,0.000436,-0.190282,0.034446
human_delay,0.00,cbf_safety_filter,10,0.430833,0.031470,0.178333,0.015817,0.267558,0.000858,0.284857,0.001002,0.258204,0.000776,0.377832,0.001100,0.659692,0.000986,0.201354,0.000537,0.272240,0.000490,0.533529,0.000613,0.121695,0.000507,0.130999,0.033011
human_delay,0.00,confidence_threshold_shared_control,10,0.175833,0.025121,0.310000,0.018829,0.444314,0.000690,0.840168,0.000873,0.358737,0.000916,0.508779,0.001207,0.349571,0.000770,0.354452,0.000359,0.342223,0.000743,0.343751,0.000717,0.064045,0.000174,-0.455016,0.030886
human_delay,0.00,mpc_risk_arbitration,10,0.458333,0.031371,0.210000,0.019448,0.246167,0.000418,0.331852,0.001147,0.242214,0.001087,0.388070,0.000851,0.727609,0.000988,0.269207,0.000595,0.252348,0.000465,0.563492,0.000479,0.136582,0.000680,0.132913,0.030849
human_delay,0.00,pomdp_handoff_policy,10,0.415834,0.024884,0.238333,0.029238,0.283309,0.000891,0.514570,0.001463,0.266951,0.000899,0.428277,0.001337,0.655601,0.000699,0.329562,0.000604,0.262276,0.000490,0.524257,0.001132,0.109933,0.000459,-0.000871,0.034292
human_delay,0.00,recovery_aware_mpc,10,0.470833,0.025098,0.195000,0.023124,0.260536,0.000659,0.377820,0.001069,0.238267,0.000876,0.397742,0.001165,0.776273,0.000956,0.317071,0.000767,0.262575,0.000856,0.553380,0.001129,0.133875,0.000497,0.138666,0.025479
human_delay,0.20,authority_boundary_v5,10,0.308333,0.026111,0.233333,0.020516,0.324667,0.000690,0.688341,0.000897,0.306483,0.001363,0.458173,0.000785,0.612661,0.000735,0.368288,0.000606,0.282317,0.000638,0.504328,0.001495,0.073895,0.000306,-0.174536,0.033056
human_delay,0.20,bayesian_authority_allocation,10,0.302500,0.025542,0.275000,0.017217,0.345548,0.000769,0.711174,0.001515,0.342658,0.000929,0.447982,0.001606,0.533231,0.000662,0.360617,0.000508,0.282546,0.001165,0.463944,0.000720,0.074961,0.000395,-0.227055,0.032541
human_delay,0.20,cbf_safety_filter,10,0.407500,0.019395,0.160833,0.021093,0.275786,0.000569,0.307748,0.001284,0.295307,0.000904,0.377822,0.001579,0.650837,0.001158,0.215160,0.000404,0.272647,0.000827,0.533425,0.000761,0.117929,0.000479,0.102941,0.027156
human_delay,0.20,confidence_threshold_shared_control,10,0.147500,0.019937,0.340833,0.023284,0.453398,0.000787,0.862673,0.001798,0.395739,0.001027,0.507067,0.001127,0.340366,0.000636,0.368481,0.000545,0.342485,0.001038,0.343871,0.000999,0.063390,0.000126,-0.517993,0.026674
human_delay,0.20,mpc_risk_arbitration,10,0.461667,0.016904,0.210833,0.029425,0.254696,0.000822,0.352781,0.001253,0.279940,0.000864,0.387851,0.001196,0.717758,0.000815,0.282196,0.000917,0.252077,0.000615,0.564341,0.000630,0.132266,0.000417,0.120477,0.018358
human_delay,0.20,pomdp_handoff_policy,10,0.368333,0.018350,0.221666,0.021669,0.293250,0.000625,0.536552,0.001162,0.304642,0.001472,0.428937,0.001030,0.647082,0.000828,0.343317,0.000865,0.262620,0.000586,0.523224,0.001424,0.104933,0.000275,-0.053965,0.025176
human_delay,0.20,recovery_aware_mpc,10,0.429167,0.029746,0.215000,0.029601,0.269186,0.000682,0.399988,0.001012,0.275951,0.001086,0.398036,0.000996,0.767309,0.000787,0.329747,0.000730,0.262751,0.000858,0.554003,0.000838,0.128998,0.000363,0.069067,0.029856
human_delay,0.40,authority_boundary_v5,10,0.312500,0.024741,0.242500,0.016050,0.334309,0.000641,0.711002,0.001442,0.343738,0.001451,0.457584,0.001238,0.603266,0.001291,0.381954,0.000659,0.282230,0.000802,0.503609,0.001085,0.068711,0.000389,-0.191910,0.028517
human_delay,0.40,bayesian_authority_allocation,10,0.232500,0.014291,0.272500,0.024232,0.355026,0.000672,0.734927,0.001237,0.379427,0.001099,0.447723,0.001205,0.523415,0.000681,0.374540,0.000650,0.282032,0.000956,0.463677,0.000526,0.068829,0.000287,-0.311605,0.023583
human_delay,0.40,cbf_safety_filter,10,0.404167,0.028938,0.176667,0.019600,0.285333,0.000636,0.329590,0.001023,0.332796,0.001065,0.378589,0.001226,0.640554,0.000883,0.228491,0.000531,0.272660,0.000559,0.533507,0.000896,0.113801,0.000444,0.073916,0.036542
human_delay,0.40,confidence_threshold_shared_control,10,0.110833,0.015789,0.313333,0.018415,0.462440,0.000756,0.885254,0.001489,0.433077,0.001280,0.507837,0.000938,0.330255,0.000862,0.381118,0.000423,0.342246,0.000639,0.343587,0.001110,0.063246,0.000144,-0.553428,0.021985
human_delay,0.40,mpc_risk_arbitration,10,0.427500,0.016160,0.220000,0.025560,0.264038,0.000609,0.375548,0.000970,0.316394,0.001271,0.388751,0.000871,0.709118,0.001084,0.295697,0.000616,0.252558,0.000654,0.563884,0.001031,0.127460,0.000462,0.064846,0.027224
human_delay,0.40,pomdp_handoff_policy,10,0.365000,0.027091,0.240834,0.032978,0.302470,0.000723,0.558691,0.001869,0.342281,0.001129,0.427971,0.001267,0.638235,0.000858,0.356434,0.000447,0.261743,0.000476,0.524067,0.000738,0.099979,0.000420,-0.084726,0.026095
human_delay,0.40,recovery_aware_mpc,10,0.411667,0.026805,0.205000,0.019509,0.278372,0.000651,0.422717,0.001174,0.312365,0.001524,0.398817,0.001039,0.757541,0.000699,0.343720,0.000508,0.262250,0.000531,0.554095,0.000763,0.124243,0.000571,0.041916,0.030141
human_delay,0.60,authority_boundary_v5,10,0.294167,0.024476,0.246666,0.026805,0.342418,0.000505,0.733327,0.001608,0.381321,0.000755,0.457330,0.001512,0.594490,0.000865,0.394781,0.000527,0.282320,0.001093,0.504796,0.001165,0.063417,0.000490,-0.228179,0.026100
human_delay,0.60,bayesian_authority_allocation,10,0.225833,0.024765,0.250000,0.023856,0.363416,0.000424,0.756894,0.000928,0.416018,0.000954,0.448081,0.000996,0.514484,0.000883,0.387540,0.000608,0.281807,0.000880,0.465289,0.001115,0.063483,0.000220,-0.319603,0.028948
