split,ablation,seed,n,task_success,safety_violation,authority_regret,human_burden,late_handoff,handoff_churn,recovery_success,intervention_cost,boundary_calibration_error,override_precision,unsafe_autonomy,robust_utility
low_signal_high_risk_shift,minus_human_burden_model,8,168,0.357143,0.220238,0.309091,0.882637,0.312163,0.425144,0.623933,0.426178,0.302676,0.481575,0.049421,-0.162177
low_signal_high_risk_shift,minus_human_burden_model,9,168,0.255952,0.232143,0.311113,0.883332,0.315795,0.425128,0.623751,0.426939,0.302072,0.483176,0.049359,-0.272090
low_signal_high_risk_shift,minus_intent_ambiguity_gate,0,168,0.500000,0.238095,0.285665,0.504193,0.301985,0.362819,0.642938,0.303699,0.304073,0.502642,0.121720,0.089168
low_signal_high_risk_shift,minus_intent_ambiguity_gate,1,168,0.392857,0.184524,0.288186,0.500401,0.301034,0.363073,0.643148,0.303028,0.302837,0.501190,0.123632,0.015725
low_signal_high_risk_shift,minus_intent_ambiguity_gate,2,168,0.458333,0.238095,0.287436,0.501884,0.303435,0.366468,0.640582,0.305326,0.304026,0.503162,0.122921,0.046591
low_signal_high_risk_shift,minus_intent_ambiguity_gate,3,168,0.404762,0.244048,0.285106,0.498599,0.301436,0.363511,0.642218,0.302174,0.302428,0.502002,0.122843,-0.008179
low_signal_high_risk_shift,minus_intent_ambiguity_gate,4,168,0.392857,0.261905,0.286592,0.499949,0.302428,0.365572,0.640732,0.304407,0.302104,0.501458,0.123239,-0.032599
low_signal_high_risk_shift,minus_intent_ambiguity_gate,5,168,0.351190,0.267857,0.286565,0.502601,0.304509,0.365666,0.640023,0.303723,0.302105,0.501523,0.122688,-0.078918
low_signal_high_risk_shift,minus_intent_ambiguity_gate,6,168,0.392857,0.160714,0.286120,0.503586,0.303765,0.363467,0.640796,0.304065,0.303822,0.501706,0.122369,0.029463
low_signal_high_risk_shift,minus_intent_ambiguity_gate,7,168,0.369048,0.279762,0.286543,0.501524,0.301520,0.365581,0.640329,0.304975,0.301528,0.502512,0.122859,-0.067790
low_signal_high_risk_shift,minus_intent_ambiguity_gate,8,168,0.375000,0.232143,0.286943,0.502561,0.303043,0.364735,0.639149,0.303223,0.303671,0.502125,0.122090,-0.032724
low_signal_high_risk_shift,minus_intent_ambiguity_gate,9,168,0.375000,0.261905,0.286597,0.500542,0.303218,0.364526,0.640730,0.303599,0.303478,0.501979,0.122933,-0.050520
low_signal_high_risk_shift,minus_recovery_feasibility,0,168,0.232143,0.190476,0.341999,0.672677,0.326493,0.404598,0.454934,0.331932,0.303687,0.463935,0.076564,-0.230484
low_signal_high_risk_shift,minus_recovery_feasibility,1,168,0.327381,0.273810,0.344019,0.670919,0.325996,0.404486,0.454583,0.332179,0.303559,0.462190,0.077137,-0.186955
low_signal_high_risk_shift,minus_recovery_feasibility,2,168,0.321429,0.244048,0.342508,0.673685,0.328630,0.404918,0.453509,0.334723,0.302735,0.461978,0.076403,-0.175555
low_signal_high_risk_shift,minus_recovery_feasibility,3,168,0.250000,0.208333,0.343983,0.669095,0.324701,0.402953,0.454349,0.331587,0.303674,0.462034,0.077722,-0.222863
low_signal_high_risk_shift,minus_recovery_feasibility,4,168,0.327381,0.273810,0.342052,0.672765,0.326537,0.405784,0.453421,0.333101,0.302655,0.463595,0.076829,-0.187334
low_signal_high_risk_shift,minus_recovery_feasibility,5,168,0.333333,0.285714,0.343401,0.671974,0.329161,0.404887,0.452638,0.332599,0.302702,0.463979,0.077277,-0.189234
low_signal_high_risk_shift,minus_recovery_feasibility,6,168,0.250000,0.214286,0.342816,0.673832,0.329633,0.406310,0.453334,0.333498,0.303218,0.460213,0.076447,-0.228862
low_signal_high_risk_shift,minus_recovery_feasibility,7,168,0.261905,0.244048,0.343037,0.674326,0.327306,0.404645,0.452927,0.332885,0.302365,0.462920,0.076519,-0.234983
low_signal_high_risk_shift,minus_recovery_feasibility,8,168,0.363095,0.208333,0.341698,0.672178,0.327405,0.405482,0.453152,0.332548,0.301334,0.463832,0.076891,-0.110864
low_signal_high_risk_shift,minus_recovery_feasibility,9,168,0.321429,0.255952,0.344472,0.671608,0.327373,0.402948,0.455157,0.331221,0.301535,0.463210,0.077131,-0.182009
low_signal_high_risk_shift,mpc_only_boundary,0,168,0.422619,0.208333,0.264386,0.366834,0.287418,0.345696,0.731247,0.291867,0.273764,0.541357,0.128211,0.081158
low_signal_high_risk_shift,mpc_only_boundary,1,168,0.464286,0.226190,0.263303,0.365562,0.285146,0.343661,0.731425,0.291969,0.273828,0.543847,0.127281,0.112941
low_signal_high_risk_shift,mpc_only_boundary,2,168,0.434524,0.202381,0.264399,0.367171,0.287752,0.345641,0.731629,0.292190,0.273696,0.543356,0.127480,0.096621
low_signal_high_risk_shift,mpc_only_boundary,3,168,0.494048,0.178571,0.263112,0.363336,0.285621,0.341918,0.731923,0.290118,0.272559,0.544517,0.126765,0.173167
low_signal_high_risk_shift,mpc_only_boundary,4,168,0.333333,0.238095,0.263083,0.366634,0.284788,0.345652,0.734096,0.291150,0.273446,0.541410,0.127245,-0.025480
low_signal_high_risk_shift,mpc_only_boundary,5,168,0.535714,0.214286,0.265035,0.366172,0.289911,0.344929,0.729755,0.291269,0.272153,0.543357,0.127627,0.190193
low_signal_high_risk_shift,mpc_only_boundary,6,168,0.446429,0.202381,0.264143,0.368781,0.287775,0.344540,0.729929,0.292674,0.273942,0.540303,0.127448,0.108147
low_signal_high_risk_shift,mpc_only_boundary,7,168,0.458333,0.255952,0.266554,0.366518,0.286796,0.344601,0.731208,0.292311,0.272933,0.542950,0.128044,0.087066
low_signal_high_risk_shift,mpc_only_boundary,8,168,0.380952,0.172619,0.263934,0.365473,0.287447,0.345163,0.730779,0.291056,0.271987,0.543864,0.128300,0.062177
low_signal_high_risk_shift,mpc_only_boundary,9,168,0.446429,0.184524,0.263909,0.369837,0.288475,0.344391,0.731656,0.291442,0.272121,0.541926,0.126832,0.119191
low_signal_high_risk_shift,safety_only_boundary,0,168,0.392857,0.154762,0.274267,0.308305,0.303578,0.333098,0.660492,0.222278,0.293221,0.512328,0.123063,0.096412
low_signal_high_risk_shift,safety_only_boundary,1,168,0.410714,0.130952,0.274375,0.309584,0.300300,0.335453,0.661876,0.223666,0.292920,0.512108,0.123353,0.128911
low_signal_high_risk_shift,safety_only_boundary,2,168,0.422619,0.208333,0.274235,0.310932,0.302006,0.335759,0.661454,0.221937,0.293645,0.509958,0.123675,0.092380
low_signal_high_risk_shift,safety_only_boundary,3,168,0.529762,0.202381,0.273518,0.308679,0.300426,0.333999,0.660169,0.221643,0.291996,0.512633,0.124443,0.204325
low_signal_high_risk_shift,safety_only_boundary,4,168,0.428571,0.172619,0.274630,0.311642,0.303255,0.334344,0.660996,0.223484,0.293773,0.512917,0.123167,0.119985
low_signal_high_risk_shift,safety_only_boundary,5,168,0.482143,0.172619,0.274859,0.312135,0.302995,0.334219,0.660896,0.223602,0.293899,0.512766,0.124245,0.173418
low_signal_high_risk_shift,safety_only_boundary,6,168,0.434524,0.125000,0.274309,0.314051,0.302194,0.335075,0.662094,0.223327,0.294022,0.509710,0.122309,0.155149
low_signal_high_risk_shift,safety_only_boundary,7,168,0.416667,0.202381,0.274922,0.309573,0.302178,0.334616,0.661702,0.223314,0.292291,0.510802,0.123966,0.090265
low_signal_high_risk_shift,safety_only_boundary,8,168,0.470238,0.142857,0.275626,0.312756,0.301892,0.336580,0.660796,0.222790,0.292716,0.510977,0.124034,0.179591
low_signal_high_risk_shift,safety_only_boundary,9,168,0.476190,0.172619,0.273782,0.311241,0.302000,0.333623,0.658962,0.222581,0.292729,0.512428,0.122306,0.168127
